,AR_1yr,AR_15d,AR_sigma_1yr,AR_delta
2003-04-25,0.7688070365102188,0.7890101732604652,0.015562327193154379,1.2982079414917758
2003-04-28,0.7689791732758757,0.789175993614024,0.015546701636849042,1.2991064477803744
2003-04-29,0.7691513100415327,0.789175993614024,0.015529144782225552,1.2894904293384721
2003-04-30,0.7693234468071898,0.789175993614024,0.015509650070622081,1.2800125545345695
2003-05-01,0.7694955835728469,0.789175993614024,0.015488210184610678,1.2706703877722365
2003-05-02,0.7696677203385038,0.789175993614024,0.015464817034026442,1.2614616281975488
2003-05-05,0.7698398571041608,0.789175993614024,0.015439461740386445,1.2523841073606776
2003-05-06,0.7700119938698178,0.789175993614024,0.015412134619627005,1.2434357872660493
2003-05-07,0.7701854473464008,0.7890554606186114,0.015360230750468459,1.228498033575121
2003-05-08,0.7703589008229839,0.7889349276231988,0.015306177574258784,1.2136293800390288
2003-05-09,0.7705323542995669,0.7888143946277864,0.015249952236476749,1.1988260713689434
2003-05-12,0.7707058077761499,0.7886938616323736,0.015191530618995438,1.184084363015502
2003-05-13,0.7708792612527329,0.7885733286369611,0.015130887281779073,1.1694005152979856
2003-05-14,0.7710527147293158,0.7884527956415485,0.015067995399949706,1.1547707873796365
2003-05-15,0.7712261682058988,0.788332262646136,0.015002826695822402,1.1401914310588153
2003-05-16,0.7713996216824819,0.7882117296507235,0.01493535136546279,1.1256586843426215
2003-05-19,0.7715730751590649,0.7880911966553107,0.0148655379992705,1.111168764766964
2003-05-20,0.7717465286356477,0.7879706636598982,0.014793353496035073,1.096717862423748
2003-05-21,0.7719199821122308,0.7878501306644856,0.014718762969846517,1.0823021326513653
2003-05-22,0.7720934355888138,0.7877295976690729,0.014641729649169563,1.0679176883412764
2003-05-23,0.7722668890653968,0.7876090646736603,0.014562214767307586,1.0535605918068867
2003-05-27,0.7724403425419797,0.7874885316782478,0.0144801774433874,1.0392268461558214
2003-05-28,0.7726137960185627,0.7873679986828352,0.01439557455288789,1.0249123860994271
2003-05-29,0.7727872494951458,0.7873679986828352,0.014308360586611436,1.019037023803616
2003-05-30,0.7729607029717288,0.7873679986828352,0.014218487496854641,1.0132790646187624
2003-06-02,0.7731341564483118,0.7873679986828352,0.014125904529370924,1.0076411181264922
2003-06-03,0.7733076099248948,0.7873679986828352,0.014030558039528088,1.0021261248717506
2003-06-04,0.7734810634014777,0.7873679986828352,0.013932391290844675,0.996737386387001
2003-06-05,0.7736545168780607,0.7873679986828352,0.01383134423383414,0.9914785991103215
2003-06-06,0.773821585800119,0.78751550566834,0.013768039660587105,0.9946165326224199
2003-06-09,0.773988654722177,0.787663012653845,0.013702397688732266,0.9979536605416592
2003-06-10,0.7741557236442352,0.7878105196393499,0.013634384558491973,1.0014970559569534
2003-06-11,0.7743227925662934,0.7879580266248546,0.013563964601159446,1.005254323459058
2003-06-12,0.7744898614883514,0.7881055336103594,0.013491100127793948,1.0092336424038093
2003-06-13,0.7746569304104097,0.7882530405958643,0.01341575130802634,1.013443814907358
2003-06-16,0.7748239993324679,0.7884005475813692,0.013337876037939931,1.0178943191766419
2003-06-17,0.7749910682545261,0.788548054566874,0.013257429795857383,1.0225953688688691
2003-06-18,0.7751581371765842,0.7886955615523789,0.013174365484709889,1.0275579792822747
2003-06-19,0.7753252060986424,0.7888430685378836,0.013088633259486516,1.0327940413063004
2003-06-20,0.7754922750207006,0.7889905755233886,0.013000180338054975,1.0383164042097832
2003-06-23,0.7756593439427586,0.7891380825088934,0.012908950793405283,1.0441389685225693
2003-06-24,0.7758264128648169,0.7892855894943982,0.012814885325088156,1.0502767904783186
2003-06-25,0.7759934817868751,0.7894330964799031,0.012717921007293364,1.0567461997382102
2003-06-26,0.7761605507089332,0.7895806034654079,0.012617991010630065,1.0635649324182406
2003-06-27,0.7763276196309914,0.7895806034654079,0.012515024294220191,1.0589658895458278
2003-06-30,0.7764946885530496,0.7895806034654079,0.012408945264183225,1.0545549709312596
2003-07-01,0.7766617574751078,0.7895806034654079,0.012299673393958968,1.0503405721850527
2003-07-02,0.7768288263971658,0.7895806034654079,0.0121871228011628,1.0463320404899408
2003-07-03,0.7769958953192241,0.7895806034654079,0.012071201774768552,1.042539788580838
2003-07-07,0.7771629642412822,0.7895806034654079,0.011951812245334254,1.0389754264231643
2003-07-08,0.7773287473012405,0.789745161667524,0.011866760997628522,1.0463187359014656
2003-07-09,0.7774945303611989,0.7899097198696399,0.011778753336402624,1.0540325579339074
2003-07-10,0.7776603134211572,0.7900742780717559,0.01168772247714058,1.0621371849715444
2003-07-11,0.7778260964811154,0.7902388362738719,0.011593597207224384,1.0706547390676688
2003-07-14,0.7779918795410737,0.790403394475988,0.011496301521007866,1.0796093780450977
2003-07-15,0.778157662601032,0.790567952678104,0.011395754212791587,1.0890275312485733
2003-07-16,0.7783234456609904,0.7907325108802199,0.011291868421685112,1.0989381700019518
2003-07-17,0.7784892287209487,0.7908970690823358,0.01118455112129246,1.1093731189413412
2003-07-18,0.778655011780907,0.7910616272844521,0.011073702545888714,1.120367415697941
2003-07-21,0.7788207948408653,0.791226185486568,0.01095921554321762,1.1319597280281668
2003-07-22,0.7789865779008236,0.7913907436886839,0.010840974842164609,1.144192839523606
2003-07-23,0.779152360960782,0.7915553018907998,0.01071885622126036,1.1571142175988096
2003-07-24,0.7793181440207403,0.791719860092916,0.010592725561134901,1.1707766807136033
2003-07-25,0.7794839270806986,0.791884418295032,0.010462437760524659,1.185239185949676
2003-07-28,0.7796497101406569,0.7920489764971479,0.010327835491042957,1.2005677634238616
2003-07-29,0.7798154932006152,0.7920489764971479,0.010188747760402333,1.2006856567867037
2003-07-30,0.7799812762605735,0.7920489764971479,0.010044988246783734,1.2013652918347966
2003-07-31,0.7801470593205319,0.7920489764971479,0.009896353358121664,1.20265685206647
2003-08-01,0.7803128423804901,0.7920489764971479,0.009742619958586668,1.2046178714293474
2003-08-04,0.7804786254404484,0.7920489764971479,0.009583542689629935,1.2073146049862529
2003-08-05,0.7806444085004067,0.7920489764971479,0.009418850793399916,1.2108237243478477
2003-08-06,0.7807730674944644,0.7921290124990428,0.009368381133761436,1.2121565980758644
2003-08-07,0.7809017264885221,0.7922090485009377,0.009315854319143054,1.2137718801785335
2003-08-08,0.7810303854825797,0.7922890845028323,0.009261235347002447,1.2156800468197395
2003-08-11,0.7811590444766375,0.7923691205047272,0.009204486973136031,1.2178925409756223
2003-08-12,0.7812877034706951,0.7924491565066222,0.009145569558736426,1.2204218626564332
2003-08-13,0.7814163624647528,0.792529192508517,0.009084440901769027,1.22328167070802
2003-08-14,0.7815450214588104,0.7926092285104117,0.009021056050750037,1.2264868979149466
2003-08-15,0.7816736804528681,0.7926892645123066,0.008955367098718275,1.230053881433299
2003-08-18,0.7818023394469257,0.7927693005142015,0.008887322954851468,1.2340005109512848
2003-08-19,0.7819309984409835,0.7928493365160963,0.008816869090774004,1.238346397423306
2003-08-20,0.7820596574350411,0.7929293725179911,0.008743947258124008,1.2431130657668277
2003-08-21,0.7821883164290988,0.793009408519886,0.008668495173376685,1.2483241755756773
2003-08-22,0.7823169754231564,0.7930894445217809,0.008590446165237724,1.2540057747194318
2003-08-25,0.782445634417214,0.7931694805236756,0.008509728779099385,1.260186591704341
2003-08-26,0.7825742934112717,0.7932495165255705,0.008426266332060077,1.2668983739194124
2003-08-27,0.7827029524053295,0.7932495165255705,0.008339976410804664,1.2645796103904638
2003-08-28,0.7828316113993871,0.7932495165255705,0.008250770303174088,1.2626584844054705
2003-08-29,0.7829602703934447,0.7932495165255705,0.008158552352451552,1.2611607657373165
2003-09-02,0.7830889293875024,0.7932495165255705,0.008063219221169558,1.2601154525716012
2003-09-03,0.7832175883815601,0.7932495165255705,0.007964659048482604,1.2595552531431564
2003-09-04,0.7833462473756178,0.7932495165255705,0.007862750481702032,1.2595171591670584
2003-09-05,0.7834592960667833,0.7933941759528492,0.007830530440043346,1.2687365130798087
2003-09-08,0.7835723447579491,0.7935388353801279,0.007796531726448312,1.2783236151491952
2003-09-09,0.7836853934491148,0.7936834948074067,0.007760730964587968,1.288293770768892
2003-09-10,0.7837984421402805,0.7938281542346853,0.007723103094096545,1.2986634999177264
2003-09-11,0.7839114908314461,0.793972813661964,0.007683621272128299,1.3094506449731702
2003-09-12,0.7840245395226119,0.7941174730892427,0.007642256764797368,1.3206744914829476
2003-09-15,0.7841375882137777,0.7942621325165214,0.00759897882736947,1.332355903700891
2003-09-16,0.7842506369049432,0.7944067919438002,0.007553754571910422,1.3445174769940031
2003-09-17,0.7843636855961089,0.794551451371079,0.007506548820905347,1.3571837095893724
2003-09-18,0.7844767342872746,0.7946961107983574,0.00745732394513897,1.370381196561041
2003-09-19,0.7845897829784404,0.7948407702256363,0.007406039683864812,1.3841388494756792
2003-09-22,0.784702831669606,0.794985429652915,0.007352652944981659,1.3984881457416107
2003-09-23,0.7848158803607718,0.7951300890801937,0.007297117582569454,1.4134634124656758
2003-09-24,0.7849289290519373,0.7952747485074724,0.007239384148701519,1.429102150545595
2003-09-25,0.785041977743103,0.7954194079347511,0.007179399615930785,1.445445405855522
2003-09-26,0.7851550264342687,0.7954194079347511,0.007117107066225232,1.4422126019703656
2003-09-29,0.7852680751254345,0.7954194079347511,0.007052445341378331,1.439406095040021
2003-09-30,0.7853811238166001,0.7954194079347511,0.006985348649013479,1.4370484026690171
2003-10-01,0.7854941725077658,0.7954194079347511,0.006915746117198759,1.4351648048939014
2003-10-02,0.7856072211989314,0.7954194079347511,0.006843561289340128,1.43378371595847
2003-10-03,0.7857202698900972,0.7954194079347511,0.006768711549363694,1.432937121624812
2003-10-06,0.7857993765914454,0.7951536430833026,0.006718134282170311,1.3923905207853782
2003-10-07,0.7858784832927934,0.7948878782318539,0.0066662309309047044,1.3514975752329352
2003-10-08,0.7859575899941417,0.7946221133804053,0.0066129702714533105,1.3102317159456236
2003-10-09,0.7860366966954899,0.7943563485289568,0.006558319235459342,1.2685646329145381
2003-10-10,0.7861158033968382,0.7940905836775082,0.006502242764874502,1.2264660931686884
2003-10-13,0.7861949100981863,0.7938248188260595,0.006444703650954454,1.1839037357044628
2003-10-14,0.7862740167995343,0.793559053974611,0.006385662355620174,1.1408428396883425
2003-10-15,0.7863531235008827,0.7932932891231623,0.006325076812769911,1.0972460616237703
2003-10-16,0.7864322302022309,0.7930275242717137,0.006262902206724182,1.0530731363491255
2003-10-17,0.786511336903579,0.7927617594202652,0.006199090724504501,1.0082805357209503
2003-10-20,0.7865904436049272,0.7924959945688166,0.006133591278067109,0.9628210775971964
2003-10-21,0.7866695503062754,0.792230229717368,0.006066349191912723,0.9166434761958258
2003-10-22,0.7867486570076236,0.7919644648659193,0.00599730585064289,0.8696918229935793
2003-10-23,0.7868277637089718,0.7916987000144708,0.005926398299995268,0.8219049849388207
2003-10-24,0.7869068704103199,0.7914329351630222,0.005853558793615575,0.7732159037402629
2003-10-27,0.7869859771116682,0.7914329351630222,0.005778714276250185,0.7695410845333599
2003-10-28,0.7870650838130164,0.7914329351630222,0.0057017857920880575,0.7660497095605847
2003-10-29,0.7871441905143645,0.7914329351630222,0.005622687804535555,0.7627570296892827
2003-10-30,0.7872232972157127,0.7914329351630222,0.00554132741062866,0.7596804222820432
2003-10-31,0.7873024039170609,0.7914329351630222,0.005457603429381092,0.7568397556562136
2003-11-03,0.7873815106184091,0.7914329351630222,0.005371405338372451,0.754257831869497
2003-11-04,0.787444359976044,0.7915096456306998,0.005339021760293802,0.761428935332171
2003-11-05,0.7875072093336788,0.7915863560983776,0.0053056931542201785,0.7688244770533339
2003-11-06,0.7875700586913138,0.7916630665660552,0.005271401595272406,0.7764553318062872
2003-11-07,0.7876329080489486,0.7917397770337329,0.0052361281642636995,0.7843331667879065
2003-11-10,0.7876957574065836,0.7918164875014106,0.005199852879515349,0.7924705160525857
2003-11-11,0.7877586067642185,0.7918931979690882,0.005162554622148425,0.8008808637358427
2003-11-12,0.7878214561218533,0.791969908436766,0.005124211054082526,0.809578737317533
2003-11-13,0.7878843054794882,0.7920466189044436,0.005084798527862289,0.8185798123854712
2003-11-14,0.787947154837123,0.7921233293721213,0.005044291987303363,0.827901030612395
2003-11-17,0.7880100041947581,0.7922000398397989,0.005002664857798172,0.8375607329580338
2003-11-18,0.7880728535523929,0.7922767503074767,0.004959888924943597,0.8475788104733856
2003-11-19,0.7881357029100278,0.7923534607751545,0.00491593419994216,0.8579768755196736
2003-11-20,0.7881985522676627,0.792430171242832,0.004870768769978437,0.8687784567502801
2003-11-21,0.7882614016252975,0.7925068817105098,0.004824358631474966,0.8800092218505575
2003-11-24,0.7883242509829325,0.7925835921781874,0.004776667503776062,0.8916972328276663
2003-11-25,0.7883871003405672,0.7925835921781874,0.004727656620380431,0.8876473429837372
2003-11-26,0.7884499496982023,0.7925835921781874,0.004677284494327565,0.8837697354091422
2003-11-28,0.788512799055837,0.7925835921781874,0.004625506653717048,0.8800750765495251
2003-12-01,0.7885756484134718,0.7925835921781874,0.004572275342577017,0.8765753294412565
2003-12-02,0.788638497771107,0.7925835921781874,0.0045175391813628285,0.8732839381573059
2003-12-03,0.7887013471287417,0.7925835921781874,0.004461242780214093,0.8702160453279275
2003-12-04,0.7887587112547241,0.7927057374771186,0.0044412898495900105,0.8887116932390428
2003-12-05,0.7888160753807064,0.7928278827760498,0.004420499565203933,0.9075461576610898
2003-12-08,0.7888734395066888,0.7929500280749809,0.004398860054343973,0.926737499699828
2003-12-09,0.7889308036326712,0.7930721733739122,0.004376358719675067,0.9463049092896353
2003-12-10,0.7889881677586535,0.7931943186728433,0.004352982196458759,0.9662688070747301
2003-12-11,0.789045531884636,0.7933164639717745,0.004328716305781181,0.9866509573368115
2003-12-12,0.7891028960106181,0.7934386092707058,0.00430354600335849,1.007474593440861
2003-12-15,0.7891602601366005,0.7935607545696368,0.004277455323430954,1.0287645575002096
2003-12-16,0.7892176242625829,0.793682899868568,0.0042504273171895075,1.050547456234975
2003-12-17,0.7892749883885652,0.7938050451674992,0.004222443985100547,1.0728518353159513
2003-12-18,0.7893323525145477,0.7939271904664305,0.004193486202403771,1.095708374871706
2003-12-19,0.78938971664053,0.7940493357653616,0.004163533636951648,1.1191501092910965
2003-12-22,0.7894470807665124,0.7941714810642928,0.004132564658434621,1.1432126750002236
2003-12-23,0.7895044448924946,0.794293626363224,0.004100556237889672,1.1679345905505982
2003-12-24,0.7895618090184771,0.7944157716621552,0.00406748383621705,1.193357574148964
2003-12-26,0.7896191731444594,0.7944157716621552,0.0040333212802250275,1.1892428558104224
2003-12-29,0.7896765372704418,0.7944157716621552,0.00399804062447884,1.1853892535999648
2003-12-30,0.7897339013964241,0.7944157716621552,0.0039616119969386535,1.1818093920729766
2003-12-31,0.7897912655224064,0.7944157716621552,0.003924003426021873,1.1785173552809642
2004-01-02,0.7898486296483889,0.7944157716621552,0.0038851806463036614,1.1755288697094284
2004-01-05,0.7899059937743712,0.7944157716621552,0.003845106879558967,1.1728615169992935
2004-01-06,0.7899564313306393,0.7945396069242154,0.00384493509086784,1.1920033720365508
2004-01-07,0.7900068688869075,0.7946634421862757,0.003844098935522184,1.211356257337233
2004-01-08,0.7900573064431756,0.794787277448336,0.0038425979798203456,1.2309304876544784
2004-01-09,0.7901077439994438,0.7949111127103963,0.003840431444290697,1.2507367415953417
2004-01-12,0.7901581815557118,0.7950349479724566,0.003837598201664002,1.2707860907976598
2004-01-13,0.79020861911198,0.7951587832345166,0.0038340967739317103,1.2910900309541167
2004-01-14,0.7902590566682481,0.7952826184965769,0.0038299253284722183,1.311660514888597
2004-01-15,0.7903094942245164,0.7954064537586372,0.003825081673221269,1.3325099879052889
2004-01-16,0.7903599317807846,0.7955302890206973,0.0038195632508565857,1.3536514256579604
2004-01-20,0.7904103693370527,0.7956541242827577,0.003813367131960382,1.3750983748080245
2004-01-21,0.7904608068933209,0.795777959544818,0.003806490007116541,1.3968649967703262
2004-01-22,0.790511244449589,0.7959017948068783,0.0037989281778919083,1.418966114879438
2004-01-23,0.7905616820058572,0.7960256300689385,0.0037906775466431983,1.4414172653434505
2004-01-26,0.7906121195621253,0.7961494653309987,0.003781733605082381,1.4642347523981163
2004-01-27,0.7906625571183935,0.796273300593059,0.0037720914215239507,1.4874357081193763
2004-01-28,0.7907129946746615,0.796273300593059,0.0037617456267271037,1.4781185306342048
2004-01-29,0.7907634322309297,0.796273300593059,0.0037506903982343193,1.4690277727863472
2004-01-30,0.7908138697871979,0.796273300593059,0.0037389194430950843,1.4601627258761587
2004-02-02,0.790864307343466,0.796273300593059,0.003726425978849239,1.45152306265945
2004-02-03,0.7909147448997342,0.796273300593059,0.00371320271262845,1.4431088491615462
2004-02-04,0.7909651824560023,0.796273300593059,0.0036992418182163703,1.4349205588338745
2004-02-05,0.7910151769210927,0.7962513478900545,0.003680940330160568,1.4225090599970076
2004-02-06,0.7910651713861829,0.7962293951870498,0.003661862175147557,1.4102725754987762
2004-02-09,0.7911151658512734,0.7962074424840452,0.003641995147767524,1.3982107131288348
2004-02-10,0.7911651603163636,0.7961854897810406,0.0036213262645003355,1.3863234345634707
2004-02-11,0.7912151547814541,0.796163537078036,0.0035998417135437635,1.3746110774716822
2004-02-12,0.7912651492465442,0.7961415843750314,0.0035775267996468484,1.363074381153062
2004-02-13,0.7913151437116347,0.7961196316720268,0.003554365883364446,1.3517145161894117
2004-02-17,0.7913651381767249,0.7960976789690223,0.0035303423140640054,1.34053311868486
2004-02-18,0.7914151326418154,0.7960757262660176,0.003505438355916198,1.3295323297688175
2004-02-19,0.7914651271069056,0.796053773563013,0.003479635105984261,1.3187148411670564
2004-02-20,0.7915151215719961,0.7960318208600083,0.0034529124033893066,1.3080839477939668
2004-02-23,0.7915651160370863,0.7960098681570038,0.0034252487283660603,1.2976436085089016
2004-02-24,0.7916151105021768,0.7959879154539992,0.0033966210898301397,1.2873985164006119
2004-02-25,0.7916651049672672,0.7959659627509945,0.003367004899847406,1.2773541802455555
2004-02-26,0.7917150994323574,0.79594401004799,0.0033363738331197196,1.2675170191220082
2004-02-27,0.7917650938974478,0.79594401004799,0.0033046996692691274,1.2645373464350054
2004-03-01,0.7918150883625381,0.79594401004799,0.0032719521153007367,1.2619138483548271
2004-03-02,0.7918650828276285,0.79594401004799,0.0032380986051364206,1.2596673905764746
2004-03-03,0.7919150772927188,0.79594401004799,0.003203104072515265,1.2578213707890578
2004-03-04,0.7919650717578092,0.79594401004799,0.003166930692824411,1.2564020738427386
2004-03-05,0.7920150662228995,0.79594401004799,0.0031295375885192224,1.255439090907192
2004-03-08,0.7920560137550444,0.7960149071388688,0.0031270740460659185,1.266005641537318
2004-03-09,0.7920969612871894,0.7960858042297474,0.0031240697655883823,1.2768098159954877
2004-03-10,0.7921379088193343,0.7961567013206262,0.003120523185302081,1.2878585617375737
2004-03-11,0.7921788563514792,0.796227598411505,0.003116432453754174,1.2991592534433216
2004-03-12,0.7922198038836243,0.7962984955023839,0.003111795424939868,1.310719717006566
2004-03-15,0.7922607514157692,0.7963693925932624,0.003106609652595759,1.3225482558004011
2004-03-16,0.7923016989479142,0.7964402896841413,0.0031008723836342582,1.334653679419256
2004-03-17,0.792342646480059,0.79651118677502,0.0030945805506772776,1.347045335125828
2004-03-18,0.792383594012204,0.7965820838658988,0.003087730763640927,1.3597331422588363
2004-03-19,0.7924245415443489,0.7966529809567774,0.0030803193003159754,1.3727276298904159
2004-03-22,0.7924654890764938,0.7967238780476562,0.003072342095881191,1.3860399780581754
2004-03-23,0.792506436608639,0.796794775138535,0.0030637947312782197,1.3996820629386528
2004-03-24,0.7925473841407839,0.7968656722294138,0.003054672420367319,1.4136665063780323
2004-03-25,0.7925883316729289,0.7969365693202924,0.0030449699957729157,1.4280067302468953
2004-03-26,0.7926292792050738,0.7970074664111713,0.0030346818933163163,1.4427170161525562
2004-03-29,0.7926702267372188,0.7970074664111713,0.00302380213491996,1.4343662317929093
2004-03-30,0.7927111742693637,0.7970074664111713,0.0030123243098529643,1.4262382465775434
2004-03-31,0.7927521218015086,0.7970074664111713,0.0030002415541712274,1.4183340017227979
2004-04-01,0.7927930693336537,0.7970074664111713,0.002987546528186706,1.4106548760850652
2004-04-02,0.7928340168657986,0.7970074664111713,0.0029742313917792466,1.4032027087428607
2004-04-05,0.7928749643979435,0.7970074664111713,0.0029602877773402037,1.3959798249549955
2004-04-06,0.7929148894278705,0.7971561087274686,0.002977994956459758,1.4241861929276236
2004-04-07,0.7929548144577976,0.7973047510437657,0.002995063184549082,1.452368887711149
2004-04-08,0.7929947394877245,0.797453393360063,0.003011503325731916,1.4805409093330282
2004-04-12,0.7930346645176515,0.7976020356763603,0.0030273256126586486,1.5087148668813737
2004-04-13,0.7930745895475785,0.7977506779926575,0.003042539684529243,1.536903025080036
2004-04-14,0.7931145145775055,0.7978993203089547,0.0030571546217885545,1.5651173471395896
2004-04-15,0.7931544396074325,0.798047962625252,0.0030711789778230954,1.593369534356525
2004-04-16,0.7931943646373596,0.7981966049415493,0.0030846208079492493,1.621671062873807
2004-04-19,0.7932342896672866,0.7983452472578464,0.003097487695949093,1.650033217966911
2004-04-20,0.7932742146972136,0.7984938895741437,0.003109786778380495,1.678467126176534
2004-04-21,0.7933141397271405,0.7986425318904409,0.0031215247668624747,1.7069837855735142
2004-04-22,0.7933540647570676,0.7987911742067382,0.0031327079685143154,1.7355940944119088
2004-04-23,0.7933939897869945,0.7989398165230355,0.0031433423047071934,1.7643088783986518
2004-04-26,0.7934339148169215,0.7990884588393327,0.003153433328269736,1.7931389167862228
2004-04-27,0.7934738398468486,0.79923710115563,0.0031629862392736287,1.822094967477592
2004-04-28,0.7935137648767756,0.79923710115563,0.003172005899511837,1.8043271230154894
2004-04-29,0.7935536899067026,0.79923710115563,0.0031804968457700175,1.7869570461879714
2004-04-30,0.7935936149366296,0.79923710115563,0.003188463301981024,1.7699705734401883
2004-05-03,0.7936335399665566,0.79923710115563,0.0031959091903428685,1.753354321207161
2004-05-04,0.7936734649964835,0.79923710115563,0.0032028381414720072,1.7370956362438719
2004-05-05,0.7937133900264107,0.79923710115563,0.003209253503656152,1.7211825500622897
2004-05-06,0.793767107683058,0.7993482842891197,0.003215904346147272,1.7354921058980193
2004-05-07,0.7938208253397054,0.7994594674226095,0.0032216423312365033,1.7502383887350785
2004-05-10,0.7938745429963528,0.7995706505560993,0.003226472329226993,1.765428920046299
2004-05-11,0.793928260653,0.7996818336895889,0.003230398412909215,1.7810722707132998
2004-05-12,0.7939819783096475,0.7997930168230788,0.0032334238749337713,1.7971780806345312
2004-05-13,0.794035695966295,0.7999041999565686,0.0032355512417304574,1.8137570855267868
2004-05-14,0.7940894136229424,0.8000153830900583,0.0032367822841120647,1.8308211510560488
2004-05-17,0.7941431312795897,0.8001265662235482,0.003237118024667366,1.8483833145296924
2004-05-18,0.7941968489362371,0.8002377493570378,0.00323655874201557,1.866457834483414
2004-05-19,0.7942505665928845,0.8003489324905275,0.003235103971963637,1.8850602486019747
